,Name,Score,gene_names,DESeq2_Appeared,DESeq2_Validated,Wilcox_Appeared,Wilcox_Validated,uniprot,Prot_Evidence
ENSG00000131626,ENSG00000131626,0.0471623439807642,PPFIA1,FALSE,FALSE,TRUE,FALSE,Q13136,FALSE
ENSG00000178789,ENSG00000178789,0.0471623439807642,CD300LB,TRUE,TRUE,FALSE,FALSE,A8K4G0,FALSE
ENSG00000152092,ENSG00000152092,0.0475060412581841,ASTN1,TRUE,TRUE,FALSE,TRUE,O14525,FALSE
ENSG00000170558,ENSG00000170558,0.0475060412581841,CDH2,FALSE,FALSE,TRUE,TRUE,P19022,FALSE
ENSG00000161911,ENSG00000161911,0.0485003694046982,TREML1,TRUE,TRUE,FALSE,FALSE,Q86YW5,FALSE
ENSG00000205726,ENSG00000205726,0.0485003694046982,ITSN1,FALSE,FALSE,TRUE,TRUE,Q15811,FALSE
ENSG00000204420,ENSG00000204420,0.0490011329474553,MPIG6B,TRUE,TRUE,FALSE,FALSE,O95866,FALSE
ENSG00000113100,ENSG00000113100,0.049307780945457,CDH9,FALSE,FALSE,FALSE,FALSE,Q9ULB4,FALSE
ENSG00000116106,ENSG00000116106,0.0495042925593156,EPHA4,FALSE,TRUE,TRUE,TRUE,P54764,FALSE
ENSG00000124731,ENSG00000124731,0.0495042925593156,TREM1,TRUE,TRUE,FALSE,FALSE,Q9NP99,FALSE
ENSG00000145685,ENSG00000145685,0.0495042925593156,LHFPL2,FALSE,TRUE,TRUE,TRUE,Q6ZUX7,FALSE
